class,id,text,text_length,words_per_sentence,sentiment,polarity,subjectivity,aspects
0,232,actually living organ life process heart stopped beating would get fed brain stopped suffered stroke two kidnapping synonymous put lifethreatening situation without consent fetus doomed aborted put one without consent three arbitrary requisite proven necessary afford protection entity man knocked boxing match share many similar quality fetus kill four nullified two,367,51,0.08,0.08,0.52,['brain']
0,233,depends form abortion involve stopping womb suitable enviroment baby survival rather killing directly however argument possibly human right based,145,19,0.233928571,0.233928571,0.446428571,[]
0,234,true atheistic secular humanist perspective since grasp natural explanation matter flimsy shallow rather spiritual explanation doesnt answer specific question asked,164,20,0.023333333,0.023333333,0.361666667,[]
0,235,emoticonxwowyou making strawman argument go alongasking would need poor mask avoid fact evidence first placea lot doesnt look like thats akin interpreting rorschach test see want,178,26,-0.075,-0.075,0.466666667,[]
0,236,anyway duo_maxwell isnt creationist debater many thing different debate also forgot make random accusation logical fallacy idea even mean example said spelling wrong thats biggest strawman ive ever heard correct spelling mistake convienantly answer question example thinkk carbon dating spelled think wrong want correct spelling fine answer question well,354,49,-0.080729167,-0.080729167,0.6046875,[]
0,237,yes ill gladly excuse grammar compared zero ability hungarian,61,9,-0.275,-0.275,0.525,"['grammar', 'hungarian']"
0,238,whats great somebody lookout pz fear getting whats greater opened ridicule good source statement edited removed context love god dont let see movie,147,23,0.625,0.625,0.6125,[]
0,239,much cover blown made another gap argument making assumption theory x doe explain observation theory untested untestable must alternative explanation balderdash shame alternative theory would likely numerous one something untested untestablebut forgive god probably made make error mysterious reason else statement evil wa forced upon devil maybe never know life least,368,51,-0.2,-0.2,0.614285714,[]
0,240,yes police arent obligated u constitution protect individual citizen lawsuit could filed every time crime committed police would go bankrupt really quick,153,22,0.166666667,0.166666667,0.45,[]
0,241,bwaaaaaaahahahahahahahahquoteso saying dna reflects fact live texas,67,7,0.136363636,0.136363636,0.5,['dna']
0,242,crammed sure easy million light year scientific method used weather forecasting,79,11,0.444444444,0.444444444,0.807407407,['weather']
0,243,well said disgrace flat earth side argument never get look geography lesson spontaneous creation side argument never get look teaching kid life cycle insect realise refuse present cheese side argument teaching moon day outrageous kid get balanced education bias allowed continue,278,41,-0.10625,-0.10625,0.50625,[]
0,244,well explains angerp hope blessed homeliness make commitment easier keep old,76,11,0.1,0.1,0.2,['commitment']
0,245,soare saying antigunners fearlessif soi must laugh,50,7,0.3,0.3,0.1,[]
0,246,know funny thing link found ape man could easily find people today look exactly like link scientist found maybe try picking one link site gave could give creationist site wouldnt prove anything site proved alternative theory creation god,237,38,0.311111111,0.311111111,0.694444444,[]
0,247,baby precious another far personal belief go alright terminate baby concieved rapeincest terminate baby classed mistakeinconvenience,132,16,0.2,0.2,0.766666667,[]
0,248,oh could let guess much room would take textbook two page maybe,63,12,0.2,0.2,0.2,['room']
0,249,evidence aside set book written year ago even god box oh ectasy drivien delusional state mind get worshipas answer origin life would know know current state affair knowledge abiogenesis point article showing cant happen peer reviewed journal courseno cant show lot article abiogenesis would worthless would unwilling look could show article development gender sexual reproduction became formed wouldnt look,406,59,-0.1,-0.1,0.711111111,[]
0,250,actually mormon seminary arent ground although may adjacent privately owned piece property would unconstitutional seminary property owned school district child go seminary releasedtime ha found constitutional although dont see howpertinent decision religious instruction school aremccollum v board education u zorach v clauson u mccollum found religious instruction school property unconstitutional zorach found accommodating religious instruction releasing student school purpose wa,483,60,0.0,0.0,0.245,[]
0,251,doesnt thats darwin objected use phrase reference theory dont bother learn theory tend misunderstand fittness reference big strong make easy misrepresent evolutionary theoryill state since seem missed ignored first time natural selection differential reproductive success organism well adapted environment tend survive reproduce greater number therefore tend leave offspring organism le well adaptedyouve got pretty shallow thinker equate environmental advantage big strong,473,61,0.215151515,0.215151515,0.475757576,[]
0,252,said like cruel evil person ha concern fellow man,49,9,-1.0,-1.0,1.0,[]
0,253,know little phrase minute birth keep popping reference abortioncould someone please explain point abortion minute birth pointhow many sort abortion performedcould get really honest answer please lieshow manycan anyone tell,222,30,0.304166667,0.304166667,0.633333333,['minute']
0,254,oh hypocrisy involved usual self even looking actual information likely looking information deliberately playing dumb,117,15,-0.15625,-0.15625,0.4625,[]
0,255,think ok mother life danger wouldnt ok life isnt danger,55,10,0.5,0.5,0.5,['danger']
0,256,jungian might suggest stance word one good exist without evil wonder interesting christian friend aa gc might say,113,18,0.05,0.05,0.525,['jungian']
0,257,little boy need little study nazi specialized death unlike prolife people,73,11,-0.1875,-0.1875,0.5,[]
0,258,ill bet dont know,17,4,-0.5,-0.5,1.0,[]
0,259,see river run wide deep left bank de nile,41,9,-0.033333333,-0.033333333,0.266666667,['river']
0,260,plenty case criminal scared much le gun,39,7,-0.1,-0.1,0.375,['gun']
0,261,well dont work reefer head pot smoker nowthis wa awhile back,60,11,0.0,0.0,0.0,['pot']
0,262,simply false rock folded pressure ha proven lab experiment however many feature sedimentary rock formed quickly example fossil trackways,136,19,0.144444444,0.144444444,0.533333333,[]
0,263,hmm say numberless mean something standard definition infinite please explain infinite number organism could created finite time finite space resource thank,156,21,-0.15625,-0.15625,0.34375,[]
0,264,stephen hawking thing ha said wa believe personal god would make pantheist deist best,85,14,0.5,0.5,0.3,['stephen hawking']
0,265,last year stats say rd july violent country europe britain also worse south africa u,84,15,-0.4,-0.4,0.555555556,['britain']
0,266,desperate flailings city absolutely common sense theyre impotent ability get tough criminal feel necessary go unrelated source try make look big busywhy build big wall cut rest world set high security check point car coming going checked ensure contraband smuggled,264,40,-0.191111111,-0.191111111,0.577916667,['security']
0,267,exactly accept animal earth million year cant evolution process god created control,83,12,0.25,0.25,0.25,['god']
0,268,father want ultimately irreleventits woman body carry fetus ultimately woman decision wrong may seem realityif society would address issue unwanted pregnancy society resolve isse abortion,187,25,-0.166666667,-0.166666667,0.966666667,[]
0,269,nonsense widely accepted idea epic oral tradition finally recorded writing possibly guy named homer read read,109,16,0.0,0.0,0.7,['homer']
0,270,god wa killing unborn fail make exception pregnant woman alleged biblical god totally killing unborn tell kill nonvirgin womeni bet wont answer question rely insult attempt cover argumentative failure always see signature example,229,33,-0.116666667,-0.116666667,0.39,['god']
0,271,amen brother stay far new idea possible one come story,54,10,0.078787879,0.078787879,0.818181818,[]
0,272,like black wasnt main thrust th amendment incorporation given incorporation imagine suit act discrimination would bring emoticonxgood,133,17,0.0,0.0,0.383333333,['black']
0,273,actually virus bacteria constructed building genome nucleic acid,64,8,0.0,0.0,0.1,[]
0,274,planning fun fair ride people dressed mickey mouse place could even feed rex event people get throw lettuce sandwich dino pit emoticonxhohothat give idea dont competition come best suggestion display show theme park winner get feel smug clever,243,38,0.541666667,0.541666667,0.558333333,['mickey mouse']
0,275,seem lose sight whackjob idea case point manufacturer would know point le manufacturer involved law enforcement would big involved pointing le last bought product involving drive bys vehicular homicide clue whole process work yet going put oar muddy process small lesson manufacturer firearm dont sell dealer sell distributor turn sell dealer still lacking valid proof law abiding problem,388,58,-0.0125,-0.0125,0.241666667,[]
0,276,arent doctor advise rest plenty fluid cold jail oh right youre lying usual,74,13,-0.132857143,-0.132857143,0.377142857,[]
0,277,since abortion werent rape still support abortion people raped wondering,72,10,0.0,0.0,0.0,[]
0,278,exactly granting suitwearing politician washington giving right revoke ability make decision dont think dictatorship right word since asking power anyone child would call man dying inoperable cancer decides end chemotherapy dictator parent decides remove child lifesupportwould rather democracy everytime woman faed predicament put vote oligarchy situation put front committee decides fate,389,51,0.273809524,0.273809524,0.44047619,['washington']
0,279,im afraid wrong created would think created think created everything even though challenge way try convert people one true religion since see wont able convert world due week pay dollar take upper world,202,33,-0.0625,-0.0625,0.575,[]
0,280,constructive comment attack messenger insultsand name callingtypicalso sadits radical like hurt cause gay right,111,14,0.351190476,0.351190476,0.55952381,['comment']
0,281,yes assumption happens maybe bible isnt literal let look shall behold lo earth old,82,14,0.1,0.1,0.2,['bible']
0,282,addition work intangible well minute minute minute idea idea idea concept quantity limited matter wa vaccous void absolutely nothing wa happening would application logic even would logical nothing nothing nothing logical would actually logical void nothing added result something even void logic still prevails,310,44,0.175714286,0.175714286,0.358571429,[]
0,283,haha probably smart get heated,30,5,0.207142857,0.207142857,0.471428571,['heated']
0,284,still clueless still presenting barrel laffs see someone read comprehend spell bet yer mun considering get basement hows weight loss coming way,143,22,0.0,0.0,0.0,['barrel']
0,285,yes im always step behind word definition switcharoos told many time forum abiogenesis science,94,14,0.05,0.05,0.6,['forum']
0,286,actually didnt even read doubt ever dont get worked,51,9,0.0,0.0,0.1,[]
0,287,argument like well population control never convince prolife advocate abortion okay think amusing prochoice people use argument prolifers priority list life make top prolifers little like saying well big mac taste good never ever eat filet mignon since burger taste good mean sure burger taste good filet mignon much better,323,50,0.381818182,0.381818182,0.588762626,['big mac']
0,288,oh boy said earth magnetic field young,38,7,0.1,0.1,0.4,[]
0,289,refusing comment scientific procedure mean absolutely nothing maybe dont anything saytesting belief scientific conclusion wrongi dont lie dudebecause dont give response would like wrongdont think sothe thing classical adnaeseum preconceived idea creationism creationistyou dont want debate issue like normal civil people want try make fool creationists usually youre one start insulting hatred obivious youre open nothing good ol boy patting back know probably doesnt apply everyone good guy emoticonxangel,506,69,0.01875,0.01875,0.51875,[]
0,290,well heard people progun side say defensive gun us dont involve firing even one round limiting capacity would probably le effect ability defend crime people gun lobby always whining restriction like semiautomatic rifle banned australia hunter welcomed law saw challenge take greater skill shoot animal bolt action rifle america gun owner like use gun could take plane shoot small animal,386,60,0.0375,0.0375,0.35,[]
0,291,sea sky regardless would say sailor conceives information language infers information language,94,12,0.0,0.0,0.0,[]
0,292,well theyre automatic weapon theyre obviously importing illegally outside country violating federal regulation youve got even bigger problem think,146,19,0.0,0.0,0.35,[]
0,293,know full claim cant walk gun show strange licensed dealer would different checking licensed dealer gun shop investigating show go back brady bunch see fact prevent batf thing try brady logic fact dont hold edit batfe check paperwork part investigation federal law suspended gun show would uneducated ill informed believe,321,50,-0.04,-0.04,0.46,[]
0,294,accuse others making assumption answer admit think answer assumed see problem,77,11,0.0,0.0,0.0,[]
0,295,dc ha law human civil right put vote way rest country want able vote people life cruel,86,17,-0.053571429,-0.053571429,0.565178571,[]
0,296,record think anyone try take away woman right body sexist ha respect human life ha concious woman stake care merely couple cell real human care society seems trying earn brownie point heavan influenced im going opinion speak feel right instead christian god telling,265,43,0.011904762,0.011904762,0.303571429,['god']
0,297,exactly say god didnt invent every living thing individually im interested learn information specifically feel wa fabrication,125,17,0.25,0.25,0.375,['god']
0,298,different version one born forbidden marriage descendant may enter assembly lord even tenth generation forbidden permitted allowed,130,17,0.0,0.0,0.6,['forbidden']
0,299,recognition big bang good explanation cosmology isnt limited evolutionsits fact scientist also believe especially cosmologist astrophysicist directly concerned early universe evolutionist even though origin matter time irrelevant study evolution also educated science probably accept work done scientist,303,37,0.046938776,0.046938776,0.506122449,[]
0,300,make sense atheist seek support belief system likely accept science tell topic like without giving detail much thought people often short patience know post indicates honestly wonder analogy dont soar many people head theyre scientific theyre common sense educated person disregard impatience arrogance directed source obliterate effect education difference taught think v knowing think reason successful country involve people besides educated political process,462,63,0.21875,0.21875,0.55625,[]
0,301,mean view mental existence critical existence person body mind body granted purely hypothetical often referred hypothetical supernatural sense soul would still exist people would bei agree body important part view part core would sincerely miss leg amputated however would still exist taking extreme would sincerely miss body left wa functioning brain would still exist,369,54,0.124345238,0.124345238,0.575416667,['leg']
0,302,psh leiberman one man party much true lone wolf right hope whole pack dog eat upim personally getting fed politics change believe yeah getting republican democrat work together like getting palestinian israeli build joint place worship even wal mart never gon na happenoh hope costco still hiring cause economy xxxxemoticonxkill,328,50,0.208928571,0.208928571,0.471428571,['wal']
0,303,need far better prenatal obstetrical care woman world truly caring human would endorse care woman well access contraceptive education access reliable contraception prevent horrible consequence pregnancy,202,26,-0.1,-0.1,0.65,[]
0,304,ha th time youve given link educate dont think youll understand fail understand pedestrian concept erosion frankly dont expect understand two link humor,152,23,-0.5,-0.5,0.3,[]
0,305,say god give,12,3,0.0,0.0,0.0,[]
0,306,one definition creation many make mistake making assumption want argue argue thatif want nonexhaustive list see simply picked one model treated one constructed thus false argument,179,26,0.033333333,0.033333333,0.485714286,[]
0,307,word like think,15,3,0.0,0.0,0.0,[]
0,308,wf true young lady life endangered terminate pregnancy would appropriate get neutral doctor make decision one planned parenthood abortion clinic biased interest performing abortionsthat ask,189,25,0.316666667,0.316666667,0.516666667,[]
0,309,im still confused comment actually mean prochoice proabortion woman choice whether pregnancy terminated definition pc point view prochoice,138,18,-0.35625,-0.35625,0.69375,[]
0,310,sound like brady law ha stopped lot criminal obtaining handgun,62,10,0.0,0.0,0.475,['brady']
0,311,course say volume hand metaphor appropriate many case example consider vaccination program smallpox eradicated disease fapp wa indeed struggle new tool technique critical reaching objective jenner end virus human pathogen,221,30,0.189393939,0.189393939,0.409090909,[]
0,312,cant imagine either pick one type business capable turning government mandate profit insurance company would get vote im afraid many people subconsiously think conflict opposite like health provider trial lawyer v insurance company result victory general public shandags comment show common interest state mandate result win loss general public,344,49,0.07,0.07,0.383333333,[]
0,313,positive relationship drug consumption crime doesnt seem likely crime would go result lowering price drug thus rasing consumption,129,18,0.113636364,0.113636364,0.772727273,['price']
0,314,second amendment doe apply ohio law thus ban unconstituitonal u constitution ohio constitution may however protect gun right havent read,136,20,0.142857143,0.142857143,0.267857143,[]
0,315,true find story site generally antibush however wa radio show transcript site larry flint say ive talked woman friend flynt said ive tracked doctor abortion tracked bush people arranged abortion flynt said got story nailed havent seen either confirmed denied anyone reputable,275,42,0.325,0.325,0.7375,['larry flint']
0,316,criminal continually inform public greatest fear victim capable fighting back possibly killing,94,12,0.103571429,0.103571429,0.438095238,[]
0,317,well part scientific theory evolution scientific theory adaptation local change environment ability use new niche,113,15,0.068181818,0.068181818,0.227272727,[]
0,318,thats factually logically incorrect many alternative virtually infinitude fact,78,9,0.375,0.375,0.375,[]
0,319,mean talking different science per se question,46,7,-0.15625,-0.15625,0.64375,[]
0,320,thats problem problem account different specie earth today coming say ark,73,11,0.0,0.0,0.6,[]
0,321,jake thanks finding link perhaps answer question posed carla,60,9,0.2,0.2,0.2,[]
0,322,dont know accurate couple million year agree age earth right supporting man,75,12,0.311904762,0.311904762,0.473015873,['earth']
0,323,jesus wa logo god philo quis rerum divinarum heavenly high priest hebrew culmination god eternal plan ro secret mystery sacrifice revealed revelation scripture cor,163,24,-0.12,-0.12,0.62,['jesus']
0,324,think nailed also think willing give relationship religion could border addiction faith personally rhetorically,111,14,0.125,0.125,0.525,['relationship']
0,325,ah ha someone understands application information theory biological organism biological specific definition information genome organism information environment life,164,18,0.0,0.0,0.125,[]
0,326,geological fossil severial specie along observation specific specie isolated area,81,10,0.0,0.0,0.125,[]
0,327,arent two option available many philosophical view material world ethic dont mean two thing dont exist,102,16,0.146875,0.146875,0.396875,[]
0,328,theory evolution contains many many thing,41,6,0.5,0.5,0.5,[]
0,329,would care explain exactly wa lacking minute video wa profoundly extensive showing almost precisely eye would evolved,117,17,0.216666667,0.216666667,0.461111111,['video']
0,330,much list registration safe storage thing happened hitler took country got hold list especially interested gun list radio list,126,19,0.4,0.4,0.566666667,[]
0,331,really surprise tell dont know work know opposed,48,8,0.2,0.2,0.2,[]
0,332,think getting tube tied responsible act wa inquiring motive bad woman men dont share level responsibility wouldnt need debate need abortion emotico,147,22,-0.25,-0.25,0.608333333,[]
0,333,believe wrong private company want discriminate based religion thats fine church may outlaw atheist agree doe debate science classroom also abiogenesis hypothesis level id,171,24,-0.027777778,-0.027777778,0.591666667,[]
0,334,thats irrelevent page concern happens world today happened concerning creation feeling god interaction world today would different basic knowledge bible,152,20,0.0,0.0,0.3625,['god']
0,335,heller determining answer long standing question nature second amendment much gun control legally allowed roe v wade finding legal precedent murder unborn childreni see absolutely comparison two,194,27,0.125,0.125,0.316666667,['wade']
0,336,another lie sentence youve quoted never made argument,53,8,0.0,0.0,0.0,[]
0,337,thats exactly true people get vote elected official thats thats guaranteed federally state provision allowing people vote local law state government allowed prevent vote course provision allowing people vote federal law point fact true statement united state someone allowed vote x value x,289,43,0.233333333,0.233333333,0.433333333,[]
0,338,actually dating done layer rock fossil found see generally fossil found sort sedimentary rock sedimentary rock dated layer volcanic ash fossil dated thus give date within range,176,27,0.025,0.025,0.3,['dating']
0,339,survive better reproduce member specie die member better foodlightattentioncamaflouge,85,9,0.5,0.5,0.5,['foodlightattentioncamaflouge']
0,340,archie right ha opinion prolifers seem want definition human attendant right begin conception blastocyst turning tumour prolifers alter view constitutes human suit purposeforget emotive view embryofoetus look like think long ha appendage look human isnt still parasitic organism dependant host mother cant deny thatcontraception v abortion separate issue meantime host mother final arbiter happens body,402,55,0.090178571,0.090178571,0.396428571,[]
0,341,well id say since sort question dont pat universal answer thats shouldnt asked first place case view question job like person qualification,139,22,0.125,0.125,0.166666667,['question']
0,342,ive around creationistscience discussion number year believe evolution argument ha around least long experience ha waste breath try convince creationists dont believe evolution recall argument wa even presented court case back late maybe wa early could wrong ill check,268,39,-0.21875,-0.21875,0.45,[]
0,343,im going correct theory evolution mean extreme view prevailing view biologist accept theory evolution best explanation observation,130,17,0.1875,0.1875,0.6625,[]
0,344,true logic exists whether people grasp concept notwhere disagree assumption god created logic logic contingent intelligent entity whether man god exist logic increasing quantity adding would remain whether god existed yet tie existence logic god cause,251,36,0.35,0.35,0.716666667,[]
0,345,iliad odyssey claim divine doe mean placed different threshold bible otherwise special pleading part thus logically fallacious one many inconsistency skeptic regard scrutiny bible unwilling put standard bible book similar age would single book left standing,257,36,0.080357143,0.080357143,0.358134921,['bible']
0,346,referred creationists merely christian small subset huge christian population,77,9,0.0375,0.0375,0.325,['population']
0,347,exactly moreover emerson discussion nd dictum argument pertinent verdict binding precedent even court circuita question original intent crowdwhat founding father intend misplaced comma nd amendment,197,25,0.141666667,0.141666667,0.4,[]
0,348,really doe deal thinking invite wide open scientific investigation ecological developmental pattern politically afraid pursue fact newly discovered complexity life pose problem trying make case happenstance origin invite thought suppression irreducible complexity another problem happenstance origin,299,36,0.006060606,0.006060606,0.509090909,[]
0,349,dont actually know sure data much speculation exactly causing larger frequent storm bigger problem reducing salinity current intergrate migration heat transfer source food human depend upon could disappear current drastically change basis day tommorrow correct gulf stream help regulate temperature europe,305,41,0.105,0.105,0.363888889,['salinity']
0,350,oh undoubtedly offspring arent inheriting trait theyre suffering symptom malnutrition parent except happening vitro exhibit effect birth thats bad example youre trying get others accept,185,25,-0.7,-0.7,0.666666667,[]
0,351,well far eight nine state supreme court taken issue found barring samesex marriage unconstitutionalwere waiting hear three four moreas nature marriage legal contract sometimes religious ceremony sacrament religion stuck duality whether like court must deal legal aspect different religion want,293,40,0.1,0.1,0.45,[]
0,352,yes would stay unless knew woman spoke asked opinion advice even case woman best friend knowing different aspect situation still would feel comfortable weighing like wa situation know ultimately would decision would right decision,230,34,0.337142857,0.337142857,0.647142857,[]
0,353,ill first agree saying canand place toyou like anything elseyou look better side thingsit would act like deterant allow responsable citizen armedyes perhaps said might take placebut benefit would outway themand thats ask lifeas irresponsable citizensthey already armed,268,38,0.083333333,0.083333333,0.611111111,[]
0,354,picture specimen dated upper end range put close age archaeopteryx mybut contrary creationists like claim isnt problem claim archaeopteryx ancestral confuciusornis look bird see lot different specie common ancestor descended one another archaeopteryx oldest example bird considering distance site fossil found possibly several million year time would expect different,367,49,-0.06,-0.06,0.34,[]
0,355,like quote church trying stop abortion would consider one alive taking breath look scientific standpoint individual ovum sperm living cell die time one care embryo fetus something starting develop human cant stopped without killing injecting differnt dna still different sperm ovumif cant trust church make fair decision follow value moral rule put place expect honest good decision anything,391,58,0.233333333,0.233333333,0.472222222,[]
0,356,personally dont problem single thing saidyou made choice prochoice camp respect right choosenow dont go around trying impose choice personally think perverted sexist woman familyyou obligation respect choice respect yoursbtw please tell gush limpbutt world difference human ie possessing right gene personhood begin birth,321,44,0.083333333,0.083333333,0.330952381,[]
0,357,doe priest anything wouldnt matter satan worshipper,51,7,0.0,0.0,0.0,['satan']
0,358,suggesting abortion banned abortion clinic already done flood u please get real people would probably go across bordor get abortion thereyou might drug canada come cause abortion reason believe clog jail people need realize wa yr ago abortion wa pretty much illegal state see prison flooded,290,46,-0.0375,-0.0375,0.45,[]
0,359,dont think provide example unbridaled capitalist system operating th century,76,10,0.0,0.0,0.0,['capitalist']
0,360,inspired argumentdebate challange wa question side thread wa full vaguepopular layman usage term cant blame since didnt start thread since wa broad usage term going thread rest coming evolutionist please read opening post evolutionist youre going find much biology,264,39,0.204166667,0.204166667,0.354166667,[]
0,361,gup want play word game sigh usually sign ha run logical argument anyway topic another thread wont discus,105,18,-0.133333333,-0.133333333,0.3,[]
0,362,stevens said bear arm ha military meaning wa saying right individual existed connection militia service kind hybrid model interestingly scholar made similar claim past got lumped supported collective right pro gun crowd suppose sound good say nine supreme court justice supported individual right interpretation,311,44,0.225595238,0.225595238,0.463095238,[]
0,363,use experiment show evoution observed example lactose test bacterial geneto digest lactose removed letting grow billion andthen fed lactose shown individual genethat could digest lactose survive also antibodic resistantbacteria evolved due use antibodics evolution work,269,35,-0.0625,-0.0625,0.3875,[]
0,364,sigma taken account option woman ha pregnancy however doubt case history world within america option available mother keep child ie first human woman give birth history world prochoice line reasoning absoulutely true must true every possible situation saying killing would justified option available,299,43,0.26875,0.26875,0.554166667,[]
0,365,know similar argument could misinterpretedevolution producing exists today could gone one million way however isnt much surprise came like wouldnt surprise random number generator come something come something didchances referring argument,239,31,-0.1,-0.1,0.366666667,[]
0,366,grand canyon could created flood event geology wrong flood explains nothing explained bettersupported mean directly contradicts vast swathe evidencebiodivesity fossil record consistent floodgenetic profiling consistent flood human animalsthe ark could hold animal lifea global mark would left mark across entire globe consistent time period mark found,351,46,0.044791667,0.044791667,0.455208333,['ark']
0,367,believe freedom participate religion whatsoever covered expression freedom religion,83,9,0.0,0.0,0.0,[]
0,368,concept science longer look animal boggles mind brother wildlife biology major college meaning primary focus islooking animal relationship one another somewhat understandable misconception could arise molecular biology genetic engineering latest craze science simple fact big breakthrough studying whole animal made similar turn ha occured chemistry could argue chemist subtly turned away chemical reaction research electron orbitals nanostructures reason new field relatively young many scientist interested research buckminster fullerene doesnt mean weve abandoned good old fashioned reaction field play,605,78,0.153535354,0.153535354,0.466612554,['buckminster']
0,369,im claiming omnipotent deciever im sure derive probability degree certainty past experience consciousnessesand case saying hasnt happened yet hardly logical proof,162,21,0.166666667,0.166666667,0.462962963,[]
0,370,oh suspect kid like girl well enough arent good football find relatively useless unless good video gameslots kid losing early wa young remember peer pressure thing attampt cool also remember sex ed pretty sad,208,34,0.133333333,0.133333333,0.583333333,['video']
0,371,possible exception collecting australian licensing law allow know lived shot idea law remove weapon good reason thing put extra safety restriction dofor record actually agree stringent measure dont think argument really hold water make association tyranny exagerated say least,276,39,0.085714286,0.085714286,0.342857143,['safety']
0,372,wa argument wa illustration point point wa order stand moral judgment god would higher moral character god word would god order judge god point made highly unlikely claiming god would misspell word matter closely letter keyboardto clear wa attacking least didnt intend calling spelling mistake wa trying illustrate point point wa perfect therefore god god really stand moral judgment god,387,60,0.083333333,0.083333333,0.414814815,[]
0,373,didnt vote republican democrat doesnt matter rep challenged,59,8,0.0,0.0,0.0,[]
0,374,dinosaur fossil iridium layer,29,4,0.0,0.0,0.0,[]
0,375,far showing modern knowledge blood circulation show take blood animal die simple fact civilization time would known god like follower kill living thing god blood,161,25,0.1,0.1,0.552380952,[]
0,376,many news story referred new york shooter armed high powered rifle despite fact wa blatantly false take story fully factual detail background check gun showsand lot newspaper repeating claim fullyautomatic machine gun antitank missile fragmentation grenade rocket launcher bought mexican drug cartel member even though couldnt possibly pas background check theyre bought gun store america matter many time demand proof none ever presentedcome back undeniable proof ffl dealer never conduct federally mandated background check selling gun gun show otherwise dont post topic anymore since nothing lie scare mongering tactic,621,89,0.112045455,0.112045455,0.449318182,[]
0,377,need prey animal grow third forth eye defense mechanism binocular vision work balanced render positioning mind accurately lizard mentioned born spot sensitive light help body absorb vitamin human due skin lightsensitive certain extent isnt eye defending predator doesnt need one insect fact theyve survived long time go show adapted adequately well tried sneaking fly lately,374,55,0.161147186,0.161147186,0.501190476,[]
0,378,isnt verbally found constitution doesnt mean feel constitutionally irrelevant feel question youdo understand abortion constitutional,132,15,-0.40625,-0.40625,0.84375,['abortion']
0,379,argument selfdefeating theory fact matter much evidence may support theory bad wording claim something fact must proof verified method reasoning reasoning utilized person proving fact,183,25,-0.25,-0.25,0.433333333,[]
0,380,know kid destroyed interactive exhibit within day earth gallery opened one wa upset id wanting play emoticon_cry,112,17,0.0,0.0,0.0,['exhibit']
0,381,erroneous line reasoning fails take account myriad option open woman birth remove newborn care without ill effect physically anyway killing instance newborn justified option open contrast pregnant woman ha exactly one option open remove fetus care abortion would contend line reasoning allows adoption used one must donate resource dependantyour reasoning woman using line reasoning prochoice people employ withhold bodily resource newborn dy equal withholding bodily resource pregnancy faulty,493,68,-0.03974359,-0.03974359,0.434065934,[]
0,382,one want take marriage away matt free countryno one going block way chapel marry gay thing let marriage marriageits different matter people want keep tampering institution marriage,180,27,0.272222222,0.272222222,0.661111111,[]
0,383,u father doe right choose,25,5,0.285714286,0.285714286,0.535714286,['father']
0,384,understanding well interestingly concept approximate intend define confusion concept actuality fertile ground misunderstanding,126,13,0.05,0.05,0.55,[]
0,385,twelve literally million thats far small number justify position,64,9,-0.075,-0.075,0.7,[]
0,386,falling fact homeschoolers mentioned dont choose socialize doesnt mean theyre far capable functioning real world might think would choose socialize real world likely would choose socialize doe make social inferior,213,30,0.060119048,0.060119048,0.536309524,[]
0,387,evidence anthropic principle doesnt anything creation puntucated equlibrium anyone symbiotic relation beteween plant insect sign creationwhat talking dog cant cat thats retarded fact talking abot,195,25,-0.8,-0.8,0.8,[]
0,388,yes proposal wa formal type debate judged third party discussing debate far welcome forum,89,14,0.3,0.3,0.633333333,['forum']
0,389,similarity museum church,24,3,0.0,0.0,0.0,['church']
0,390,evolution exhausted cant anything origin recent discovery complexity simplest form life exhaust even,100,13,-0.2,-0.2,0.475,[]
0,391,true proceduredo deny,21,3,0.35,0.35,0.65,['proceduredo']
0,392,good address claim made eta also see movie version line information regarding sternberg,87,13,0.7,0.7,0.6,['sternberg']
0,393,yet case believe moral ground hitler wa right thing absolute morality requires absolute consensus isnt,102,15,0.171428571,0.171428571,0.646428571,['hitler']
0,394,sure tell since little mentioned method,39,6,0.15625,0.15625,0.694444444,['method']
0,395,merely taking chemical detect outer space reproducing enviroment found exposing ultraviolet exposed ultraviolet walk outside sunshineevery chemical used readily detected interstellar molecular cloud,198,23,-0.1,-0.1,0.35,['chemical']
0,396,well one could make argument anythingvoting instance amendment created voting people legislature vote hopefully conscience constituent even religious think different matter say displaying religious icon courtroom wall ground clear endorsement religion government th amendment wa religionmotivated didnt get rescinded reason got rescinded didnt work practically fdr wanted see return economy new deal,399,52,0.047272727,0.047272727,0.387575758,[]
0,397,rare case abortion legitimately allowable society however abortion fall catagory,80,10,0.3,0.3,0.9,[]
0,398,location track used tidal plane word used edge ocean around time sea coast advanced receded several time track buried track actually uncovered track originally discovered immdiately unusually severe storm area unusual amount water came paluxy unusual flow water washed away soil covered track track intentionally uncovered example one case trackway went bank several foot bank wa removed expose track,400,59,0.171875,0.171875,0.55625,['track']
0,399,well best resource could think wikipedia search suggest starting human evolution im sure question answered bear mind though even give basic overview really want go depth take college course evolution another good site would talkorigins archive exploring creationevolution controversy,283,39,0.342857143,0.342857143,0.330555556,[]
