class,id,text,text_length,words_per_sentence,sentiment,polarity,subjectivity
0,363,use experiment show evoution observed example lactose test bacterial geneto digest lactose removed letting grow billion andthen fed lactose shown individual genethat could digest lactose survive also antibodic resistantbacteria evolved due use antibodics evolution work,269,35.0,-0.0625,-0.0625,0.3875
0,364,sigma taken account option woman ha pregnancy however doubt case history world within america option available mother keep child ie first human woman give birth history world prochoice line reasoning absoulutely true must true every possible situation saying killing would justified option available,299,43.0,0.26875,0.26875,0.5541666666666667
0,365,know similar argument could misinterpretedevolution producing exists today could gone one million way however isnt much surprise came like wouldnt surprise random number generator come something come something didchances referring argument,239,31.0,-0.09999999999999999,-0.09999999999999999,0.3666666666666667
0,366,grand canyon could created flood event geology wrong flood explains nothing explained bettersupported mean directly contradicts vast swathe evidencebiodivesity fossil record consistent floodgenetic profiling consistent flood human animalsthe ark could hold animal lifea global mark would left mark across entire globe consistent time period mark found,351,46.0,0.04479166666666667,0.04479166666666667,0.45520833333333327
0,367,believe freedom participate religion whatsoever covered expression freedom religion,83,9.0,0.0,0.0,0.0
0,368,concept science longer look animal boggles mind brother wildlife biology major college meaning primary focus islooking animal relationship one another somewhat understandable misconception could arise molecular biology genetic engineering latest craze science simple fact big breakthrough studying whole animal made similar turn ha occured chemistry could argue chemist subtly turned away chemical reaction research electron orbitals nanostructures reason new field relatively young many scientist interested research buckminster fullerene doesnt mean weve abandoned good old fashioned reaction field play,605,78.0,0.15353535353535355,0.15353535353535355,0.46661255411255415
0,369,im claiming omnipotent deciever im sure derive probability degree certainty past experience consciousnessesand case saying hasnt happened yet hardly logical proof,162,21.0,0.16666666666666666,0.16666666666666666,0.46296296296296297
0,370,oh suspect kid like girl well enough arent good football find relatively useless unless good video gameslots kid losing early wa young remember peer pressure thing attampt cool also remember sex ed pretty sad,208,34.0,0.1333333333333333,0.1333333333333333,0.5833333333333334
0,371,possible exception collecting australian licensing law allow know lived shot idea law remove weapon good reason thing put extra safety restriction dofor record actually agree stringent measure dont think argument really hold water make association tyranny exagerated say least,276,39.0,0.0857142857142857,0.0857142857142857,0.3428571428571429
0,372,wa argument wa illustration point point wa order stand moral judgment god would higher moral character god word would god order judge god point made highly unlikely claiming god would misspell word matter closely letter keyboardto clear wa attacking least didnt intend calling spelling mistake wa trying illustrate point point wa perfect therefore god god really stand moral judgment god,387,60.0,0.08333333333333333,0.08333333333333333,0.4148148148148148
0,373,didnt vote republican democrat doesnt matter rep challenged,59,8.0,0.0,0.0,0.0
0,374,dinosaur fossil iridium layer,29,4.0,0.0,0.0,0.0
0,375,far showing modern knowledge blood circulation show take blood animal die simple fact civilization time would known god like follower kill living thing god blood,161,25.0,0.10000000000000002,0.10000000000000002,0.5523809523809524
0,376,many news story referred new york shooter armed high powered rifle despite fact wa blatantly false take story fully factual detail background check gun showsand lot newspaper repeating claim fullyautomatic machine gun antitank missile fragmentation grenade rocket launcher bought mexican drug cartel member even though couldnt possibly pas background check theyre bought gun store america matter many time demand proof none ever presentedcome back undeniable proof ffl dealer never conduct federally mandated background check selling gun gun show otherwise dont post topic anymore since nothing lie scare mongering tactic,621,89.0,0.11204545454545453,0.11204545454545453,0.44931818181818184
0,377,need prey animal grow third forth eye defense mechanism binocular vision work balanced render positioning mind accurately lizard mentioned born spot sensitive light help body absorb vitamin human due skin lightsensitive certain extent isnt eye defending predator doesnt need one insect fact theyve survived long time go show adapted adequately well tried sneaking fly lately,374,55.0,0.16114718614718615,0.16114718614718615,0.5011904761904762
0,378,isnt verbally found constitution doesnt mean feel constitutionally irrelevant feel question youdo understand abortion constitutional,132,15.0,-0.40625,-0.40625,0.84375
0,379,argument selfdefeating theory fact matter much evidence may support theory bad wording claim something fact must proof verified method reasoning reasoning utilized person proving fact,183,25.0,-0.24999999999999992,-0.24999999999999992,0.43333333333333335
0,380,know kid destroyed interactive exhibit within day earth gallery opened one wa upset id wanting play emoticon_cry,112,17.0,0.0,0.0,0.0
0,381,erroneous line reasoning fails take account myriad option open woman birth remove newborn care without ill effect physically anyway killing instance newborn justified option open contrast pregnant woman ha exactly one option open remove fetus care abortion would contend line reasoning allows adoption used one must donate resource dependantyour reasoning woman using line reasoning prochoice people employ withhold bodily resource newborn dy equal withholding bodily resource pregnancy faulty,493,68.0,-0.039743589743589755,-0.039743589743589755,0.434065934065934
0,382,one want take marriage away matt free countryno one going block way chapel marry gay thing let marriage marriageits different matter people want keep tampering institution marriage,180,27.0,0.2722222222222222,0.2722222222222222,0.6611111111111111
0,383,u father doe right choose,25,5.0,0.2857142857142857,0.2857142857142857,0.5357142857142857
0,384,understanding well interestingly concept approximate intend define confusion concept actuality fertile ground misunderstanding,126,13.0,0.04999999999999999,0.04999999999999999,0.55
0,385,twelve literally million thats far small number justify position,64,9.0,-0.075,-0.075,0.7
0,386,falling fact homeschoolers mentioned dont choose socialize doesnt mean theyre far capable functioning real world might think would choose socialize real world likely would choose socialize doe make social inferior,213,30.0,0.06011904761904763,0.06011904761904763,0.5363095238095238
0,387,evidence anthropic principle doesnt anything creation puntucated equlibrium anyone symbiotic relation beteween plant insect sign creationwhat talking dog cant cat thats retarded fact talking abot,195,25.0,-0.8,-0.8,0.8
0,388,yes proposal wa formal type debate judged third party discussing debate far welcome forum,89,14.0,0.3,0.3,0.6333333333333333
0,389,similarity museum church,24,3.0,0.0,0.0,0.0
0,390,evolution exhausted cant anything origin recent discovery complexity simplest form life exhaust even,100,13.0,-0.2,-0.2,0.475
0,391,true proceduredo deny,21,3.0,0.35,0.35,0.65
0,392,good address claim made eta also see movie version line information regarding sternberg,87,13.0,0.7,0.7,0.6000000000000001
0,393,yet case believe moral ground hitler wa right thing absolute morality requires absolute consensus isnt,102,15.0,0.17142857142857143,0.17142857142857143,0.6464285714285715
0,394,sure tell since little mentioned method,39,6.0,0.15625,0.15625,0.6944444444444444
0,395,merely taking chemical detect outer space reproducing enviroment found exposing ultraviolet exposed ultraviolet walk outside sunshineevery chemical used readily detected interstellar molecular cloud,198,23.0,-0.09999999999999999,-0.09999999999999999,0.35000000000000003
0,396,well one could make argument anythingvoting instance amendment created voting people legislature vote hopefully conscience constituent even religious think different matter say displaying religious icon courtroom wall ground clear endorsement religion government th amendment wa religionmotivated didnt get rescinded reason got rescinded didnt work practically fdr wanted see return economy new deal,399,52.0,0.04727272727272728,0.04727272727272728,0.3875757575757576
0,397,rare case abortion legitimately allowable society however abortion fall catagory,80,10.0,0.3,0.3,0.9
0,398,location track used tidal plane word used edge ocean around time sea coast advanced receded several time track buried track actually uncovered track originally discovered immdiately unusually severe storm area unusual amount water came paluxy unusual flow water washed away soil covered track track intentionally uncovered example one case trackway went bank several foot bank wa removed expose track,400,59.0,0.171875,0.171875,0.55625
0,399,well best resource could think wikipedia search suggest starting human evolution im sure question answered bear mind though even give basic overview really want go depth take college course evolution another good site would talkorigins archive exploring creationevolution controversy,283,39.0,0.34285714285714286,0.34285714285714286,0.3305555555555556
0,400,provided good evidence school use atheist presupposition atheism entrenched public school proclaims man chimp sharing common ancestor established scientific theory theory defined well tested explanation unifies broad range observation theory ha accepted principle know religion atheism certainly judeo christian religion believe creator made common ancestor man chimp share since far half u resident believe basically creation account genesis enough unification acceptance theory theory ha presupposition abiogenesis similar non scientific basis another proof atheist entrenchment public school would organized effort largely teaching establishment keep id,656,84.0,0.04033882783882784,0.04033882783882784,0.3932692307692308
0,401,well since youve called whove disagreed stupid variation thereof insinuated theyre stoned understand think ground make also provide support statement debunked year ago drug czar propoganda,188,26.0,-0.7999999999999999,-0.7999999999999999,1.0
0,402,question prove belief system true youve done spew hate religion havent even tried actually answer question ask idea god man made plague god doesnt even exist right god doesnt exist ha done make venomous angry would angry non existent challenge come rational answer,264,43.0,-0.19404761904761905,-0.19404761904761905,0.6976190476190477
0,403,though know directed question cthulhu nonetheless jump say would quickly choose newborn mentally retarded baby live zygote die obvious since mentally retarded baby currently existing person v zygote merely potential person zygote may potential future decision made present would feel far guilt sentencing real person die sentencing potential person merely cell die,364,52.0,-0.09502164502164502,-0.09502164502164502,0.6017857142857144
0,404,think two simply trading evidence saying someone wrong directing atheist website proof merely saying alternative argumenti say access number science post state exact opposite say show find evidence flood,203,29.0,-0.15,-0.15,0.4014285714285714
0,405,meant betweent wa cutoff date people vote last election,55,9.0,0.0,0.0,0.06666666666666667
0,406,law one ha presume course law applied specific case contradictory well law loaded contradiction look closely hand consider driver killed woman obviously damaged fetus beyond recovery without consent woman word death fetus wa consent person hold right decide rather negligence intent guilty partyand yes prior death assumming requirement met could choice uncoerced chosen abort fetus without incurring legal penalty would course much different,442,63.0,-0.026785714285714288,-0.026785714285714288,0.37008928571428573
0,407,youre right track problem evolution ha verifiable creator fact mutation supposedly add new raw material selection never shown add new structure even new part existing structure sad fact evos,190,29.0,-0.0059940059940060035,-0.0059940059940060035,0.5601481851481852
0,408,legal question involving whether wa negligencesp cant really sue amount money might get future could sue lost pay job medicial procedure ya know dont really know question,170,27.0,0.15000000000000002,0.15000000000000002,0.18125000000000002
0,409,well obviously posse form intelligence darwinists identify lest theory destroyed,80,10.0,0.0,0.0,0.5
0,410,right toand given forum make crime gunwell think u automatically criminalsits like sign seeshoplifters prosecutedlot good doemoticonxbangheadyeah know matter illegal crime,171,21.0,0.16190476190476188,0.16190476190476188,0.5452380952380952
0,411,realy still manufactured civilian use legal state even state machine gun allowed would actualy supprised available sign life away longer name le face fed may able one state thats needed get chief law enforcment officer sign fourm pay batfe pas fbi back ground chk wait appx mo one,280,48.0,0.275,0.275,0.30625
0,412,actually know first human get aid wa likely wa african got green monkey last looked matter likely eating creature perhaps referring case zero thats far back chain traced first case human,186,31.0,0.02692307692307692,0.02692307692307692,0.3333333333333333
0,413,think god originally came explain large yellow thing go everyday caveman logical explanation god know better still thing cant explain doe mean must god,151,24.0,0.11811224489795917,0.11811224489795917,0.45943877551020407
0,414,interesting left critical piece information deliberately omitted fact black victim killed fellow black werent murder carried racist white guy theyre example black black violence,177,24.0,-0.04416666666666667,-0.04416666666666667,0.3083333333333334
0,415,yes rephrased question doe evil exist independent observer cohesive value system id say event regarded evil requires value system necessarily theism,148,21.0,-0.5,-0.5,0.78125
0,416,number real scientist acknowledge good science behind creationist claim biologist u accept evolution reject classic creationism make statement patently untrue,158,20.0,0.16666666666666663,0.16666666666666663,0.4416666666666667
0,417,said dont even know gun law california yet youre saying believe legitimate test,79,13.0,0.0,0.0,0.0
0,418,well opinion supporter theory ha evidence belief vision ufo even though doubtful would respected class school,109,16.0,-0.8,-0.8,0.9
0,419,ha ever made claim please show never heard course individual physically capable producing offspring natural selection dependant upon individual pas genetic information next generation determined least two factor think moment individual able survive long enough find mate actually able find mate produce offspring brings next point,330,46.0,0.07916666666666666,0.07916666666666666,0.37916666666666665
0,420,know far worse murder executing people save money,49,8.0,-0.15000000000000002,-0.15000000000000002,0.8
0,421,contradiction bible bible doesnt obey law non contradiction law identity jesus called son god son man mean also many part bible taken metaphor yet law excluded middle prevent u thatim sure someone able refute individual point whole bible entirely logical sourcefurthermore even law created god god doe one described religion whatsoever fact doesnt omnipotent could even dead atheist could state god created law died case god doe exist atheist still accounted creation said law,476,74.0,0.1597222222222222,0.1597222222222222,0.4612654320987654
0,422,gun law dont affect criminal explain low rate criminal gun use nation like uk,77,14.0,-0.26666666666666666,-0.26666666666666666,0.46666666666666673
0,423,abortion pregnancy whether woman want sustain pregnancy physically emotionally economicallynobody ha parent adoption safehaven law signing away parental right oh yes ever growing population dead beat dadsi still waiting see proof mourning dad due woman abortion woman desperate alone blessing father,299,41.0,-0.12785714285714284,-0.12785714285714284,0.5921428571428572
0,424,culture permit multiple wife least issue result hard say fail miserably complex animal animal mate life significantly involved lifelong union human reproduction multimarry right circumstance work isnt everybody even doesnt mean always nutshell marriage biggest commitment person make given consideration thought deserves sex marriage cause perfect union two people mf make mockery marriage many mf union currently emotional investment responsibility obligation difference genitalia little hair case,498,66.0,0.012074829931972777,0.012074829931972777,0.506420068027211
0,425,said would hurt im asking would hurt wa prostituion help think injury proximate everyone,88,14.0,0.0,0.0,0.0
0,426,would suggest look faero island mouse new specie man rather nature,66,11.0,0.13636363636363635,0.13636363636363635,0.45454545454545453
0,427,offer increased thermal protection thus make greater range habitat possible feather also offer increased protection attack good several native american culture known make armor feather absorb spread impact quite wellfeathers dont itch dont rustle bushdo answer arent example shallow thinking,291,40.0,0.14444444444444446,0.14444444444444446,0.43333333333333335
0,428,well might hard convince people arent ignorant fact although appears youre completely ignorant fact hand christian might label antichristian rejecting literalism,161,21.0,-0.0638888888888889,-0.0638888888888889,0.3138888888888889
0,429,think often abortion wrong agree criminalizing primarily reason used justify criminilzation hugely fallacious secondarily wont thing positive woman determined end pregancy criminalization simply make extremely dangerous responsible even tube tied become pregnant pregnancy result rape threat health livlihood would end checking law book first every woman ha line sand abortion go regardless legal standing miriad reason seek abortion comdemning reason doe nothing ie calling selfish addressing could help reason valid,517,70.0,0.009217171717171735,0.009217171717171735,0.5821608946608946
0,430,knew full well bulk confiscated weapon never came united statesi dont see care many weapon couldnt traced back america even though came across border moot point identifying mark dont exist cant traced meaning whole thing nonissue everybody except axe grind right try destroy,274,43.0,0.1892857142857143,0.1892857142857143,0.33095238095238094
0,431,murdered child law austrailia hopefully someday u killing prebirth child,72,10.0,0.0,0.0,0.0
0,432,possibly depends read still war wasnt aganist slavery,53,8.0,0.0,0.0,1.0
0,433,good point event pregnancy due rape pregnancy going put life mother riskand push line bit failed contraception morning pill taken doe count abortion happens conceptionsmiley,173,25.0,0.024999999999999984,0.024999999999999984,0.42500000000000004
0,434,detecting new wavelength detecting wavelength eye incapable detecting cant see radio wave radio wave meaningless eye theyre meaningless clock radio receiver,156,21.0,-0.2878787878787879,-0.2878787878787879,0.8181818181818182
0,435,line caused butt walkingfish apology pr ha idea difference lamarckian darwinian theory theoretical difference would reflected different social theory far tell pr ha nothing preconceived misconception felt compelled speak hope youre put intrusion,245,33.0,0.03333333333333333,0.03333333333333333,0.44166666666666665
0,436,sorry hear ha happened hope get away terrible man surround people love youi must ask though christian completely disagree typical christian sentiment abortion feel none purported guilt religious movement implies inevitable feel like right thing would continue profess belong religion disagree one major issue day,312,45.0,-0.06531385281385281,-0.06531385281385281,0.525974025974026
0,437,among number reason probably never ever live state california personally desire live somewhere wont let take mean adequately defend family necessary,148,21.0,0.04892676767676767,0.04892676767676767,0.5534722222222223
0,438,say something boy scout didnt receive federal support get special deal government would able exclude whoever want however since often hold meeting public school free rent public land discounted price even sometimes free discriminate gay atheist make choice,256,38.0,0.2962585034013605,0.2962585034013605,0.5018707482993199
0,439,never said anything defending armed force dont believe need armed populace,74,11.0,0.0,0.0,0.0
0,440,im sure havent worthy thread reality islam closing consider free world love freedom choice pay attention islam consumed hatred west dedicated cause symbiote declares worst thread ever unpleasant islam denied number cruiser provided mean lot especially progressive,263,37.0,-0.028645833333333315,-0.028645833333333315,0.8657986111111112
0,441,im sorry baby part themshould mother decides keep baby father want terminate state still come chasing child supportwhy father didnt get say baby wa born pay child supportbecause law say,185,30.0,-0.5,-0.5,1.0
0,442,cslewis belief thing faith yet use word clarify evidence claim false obviously accepts illogical claim premise use word accident readily replaced natural law universe descriptive term without negative connotation seems scare believer accident omg must right,257,36.0,-0.019047619047619053,-0.019047619047619053,0.48928571428571427
0,443,really well pope see differently want aig icr defend dogma contradiction reality like surprising mach,101,15.0,0.3,0.3,0.43333333333333335
0,444,surgery transferring embryofetus would equal difficulty risk etc abortion would extra physical cost incurred keeping embryofetus alive would reason case keep abortion option,173,23.0,0.025,0.025,0.2232142857142857
0,445,oh let u forget wonderful couple generation two ago johnny mathis partner edwin august partner jack kerrigan gareth hughes producer ryszard ordynski play set designer george james hopkins stage actor franklin pangborn edward everett horton oh many indeed wonderful leturous playboy moved gay crowd never shunned career ruined fact career flourished association,360,52.0,0.7291666666666666,0.7291666666666666,0.7708333333333334
0,446,use beautiful city great liberty navy mani wa treasure island early sixty waiting flight travis afb subic bay pispent week therehad great timeyou would recognize place,167,26.0,0.6375,0.6375,0.7
0,447,dont best organism survive good enough,38,6.0,0.5666666666666667,0.5666666666666667,0.46666666666666673
0,448,antichoicers control power woman dont care life except ownthis mother could person didnt access prenatal care wouldnt defend right eitherbecause dont care fetus dont care life dont care health care power money pushing people around thats,237,36.0,0.2857142857142857,0.2857142857142857,0.5357142857142857
0,449,said perfect people criticize thing either know false dont agree back like people back kerry remember try defend anyone,119,19.0,0.14999999999999997,0.14999999999999997,0.4
0,450,sex couple offered equal right pac legally recognized union married couple doe matter door come get benefit including benefit come one partner dieswhats beefexcept cant say youre married,186,28.0,0.19714285714285715,0.19714285714285715,0.29714285714285715
0,451,believe relinquish child support responsibility also relinquish parental rightscomplicated stuff kind going right working revoking son bilogocal father parental right done pursue supportplus plenty dad easy way dont pay dont care disappear,239,32.0,0.40119047619047615,0.40119047619047615,0.7011904761904763
0,452,thats true logical fallacy evolutionary theory make claim able recount every mutation recombination migration random mating chance death every organsim evidence evolution beyond dispute degreed biologist accept evolutionary theory best explanation observed data,261,33.0,0.32,0.32,0.46499999999999997
0,453,dont think business forcing anyone something dont want father supplying dna engages sexual relation point ha effect signed blank check like old saw dont want time dont crime father shouldnt engaging sex unless intend pony montly check come bit bias subject wa area endeavor year,278,45.0,0.16666666666666669,0.16666666666666669,0.4133333333333334
0,454,amount atmospheric greenhouse gas co greenhouse gas threatens snowball rapid depletion available carbon sink consumption existing one main problem deforestation tree longer removing co atmosphere use adding co burning etc source could turn remove also used methane hydrate polar seabed threaten rapidly increase amount atmospheric greenhouse gas soon temperature increase enough destablize ice crystal holding place,415,56.0,0.08055555555555556,0.08055555555555556,0.24722222222222223
0,455,problem translation hebrew english hebrew translation wa seven pair english translation wrote seven contradiction,113,14.0,0.0,0.0,0.0
0,456,well doesnt go u constitutiondoes go california constitution havent seen much credible evidence thisthen dont know much california constitution,143,19.0,0.30000000000000004,0.30000000000000004,0.44999999999999996
0,457,well thats strong bias speaking many court scholar disagreed,60,9.0,0.4666666666666667,0.4666666666666667,0.6166666666666667
0,458,square opposite circle isnt way gasliquidsolid must opposite therefore contain opposite argument contain element opposite state argument raised said werent opposite cite nonopposites keep refuting previous argument made,219,28.0,-0.027777777777777776,-0.027777777777777776,0.027777777777777776
0,459,immune new information contradicts belief doesnt care ha predetermined conclusion bolstered reading whatever creationist rubbish find simply refuse let anything else make impression,181,23.0,0.06818181818181818,0.06818181818181818,0.40584415584415584
0,460,guy opinion ultimate choice woman listen guy say believe sinjin wa saying,73,12.0,0.0,0.0,1.0
0,461,actually take time read study posted website appears claim nspof doubtful inconsistent study likely biased favor people answering used gun defend,145,21.0,-0.26666666666666666,-0.26666666666666666,0.6666666666666666
0,462,people dc legally allowed carry gun concealed manner readily available like rest u countryabsolutely according dc right dont extend past home barely even exists inside home,172,26.0,0.13714285714285718,0.13714285714285718,0.29714285714285715
0,463,asked line drawn regard weaponshow ownership use weapon doe violate right others respons think anything want dont violate anyone beef dont break law endanger anyone beefthe safe storage handling cannon cannon propellant cannon ammo well known stored place typical home without violating right others btw cannon weapon considered firework atf ever see civil war renactment lot cannon yes cannon front yard doe fly,412,63.0,0.340952380952381,0.340952380952381,0.5942857142857142
0,464,actually true one darwin basic idea upon based theory natural selection,71,11.0,0.15,0.15,0.39166666666666666
0,465,oh buddy atheism ha everything moralityless framework atheism allowed justify horror inflicted,94,12.0,0.0,0.0,0.0
0,466,actually valid question plotter asked existence dinosaur fit creation schedule good question plotterplotter create planet create star cometsgen god said let light firmament heaven separate day night let sign season day year let light firmament heaven give light upon earth wa xq story talking,292,44.0,0.3833333333333333,0.3833333333333333,0.5333333333333333
0,467,may hate sure doe strange thing wrt example world apology tour emoticon_rolleyes,80,12.0,-0.11666666666666668,-0.11666666666666668,0.6462962962962963
0,468,dont think people right kill obviously natural obviously legal right question wouldnt think blatent disregard others health morally ok,134,19.0,0.2742857142857143,0.2742857142857143,0.4342857142857143
0,469,didnt simple thatnow let look post keep quoting although ha already addressed othersfirst one job seems describe hippo possibly elephantas second one please show fire breathing dinosaur youll business claim described dinosaur otherwise therell quite bit mocking scoffing claim firebreathing creaturesaside fire breathing thing sort sound like nile crocodile something sort,372,51.0,0.1,0.1,0.4392857142857143
0,470,excuse walkingfish butting id like reiterate point schuster darwin theory natural selection outgrowth ancient social rationalization unequal distribution politicaleconomic power privilege social elitism aristocracy racism falsely anthropomorphically applied nonhuman life,271,30.0,-0.056666666666666685,-0.056666666666666685,0.23666666666666666
0,471,reason discussed length u agree mother life endangered possibly case rape incestwhere disagree unecessary abortionssuch birth control headache inconveniencceyou think abortion alrightwe dont,190,23.0,0.0,0.0,1.0
0,472,baby stage reached birth talking abortion baby involved antichoice histrionic revisionist linguistics none withstanding,119,14.0,0.0,0.0,0.0
0,473,actually inconsistant law product prolife people trying create stepping stone national ban crime pregnant woman warrant serious offense entirely new offense,156,21.0,0.03409090909090909,0.03409090909090909,0.4303030303030303
0,474,legally dead longer mentally exist hence term braindead logical reason set beginning point anything start mental existence people dead without mental existence ability obtain right collection human cell without mental existence obtain right also notice resorted attacking people view rather following topic thread share view emoticonxbanghead,342,46.0,0.0019480519480519411,0.0019480519480519411,0.28376623376623383
0,475,thats entirely true example country isnt already saturated say handgun would imo greatly suffer handgun suddenly legalised banning handgun country saturated already imo idiotic wez,180,25.0,0.12083333333333332,0.12083333333333332,0.6833333333333333
0,476,think chance becasue many manage delude believing unborn child baby would much difficult convince cry baby isnt baby even animal kingdom part see animal hesitate kill young specie evne coyote generally kill pup even seen pack coyoptes pas domestic pup without killing though could told stubby nose show coyote indeed puppy even though look unfamiliar,350,55.0,0.030000000000000006,0.030000000000000006,0.5
0,477,mind develops begin working mind stop working least mind develops longer living exist without brain,99,15.0,-0.3,-0.3,0.4
0,478,yes concept right wrong subjective,34,5.0,-0.10714285714285715,-0.10714285714285715,0.7178571428571429
0,479,difference take swing hit someone harm worse way get locked cop going bar door chapel get married samesex partner wont arrested afterwards yes completely legal right nowapples orange,182,28.0,0.08392857142857142,0.08392857142857142,0.39642857142857146
0,480,yes officially lifewhether person belief life conception agree life birth half way life still life right death still lifeif doe want child refrain sexuse contraceptive abortionif doe want refrain sex likely menuse condom guarantee workhave surgery hard reverse itso wa use condom get pregnant still ha last option,313,48.0,0.026785714285714277,0.026785714285714277,0.468452380952381
0,481,know something philosophy feel free use kant refute say god necessary moral code exist said sort supreme necessary moral code exist objectively outside human mindwhat support know whether person morally tell fetus morally person refuted,236,35.0,0.044444444444444446,0.044444444444444446,0.4388888888888889
0,482,article book link ultimate authority cause crime,48,7.0,0.0,0.0,1.0
0,483,yes know one agrees government policy premesis theyre based agree least almost need method forming policy compromise must made religious secularist could believe example allow religious belief dictate policy matter time general religious freedom compromised follow religion ruling party rather risk would think acceptable compromise policy dont agree long dont actively compromise faith,386,53.0,-0.06190476190476191,-0.06190476190476191,0.37857142857142856
0,484,even new justice sotomayor claimed ruled precedent bound heller decision remains true purported philosophy debate sui juris judicia longer issue liberal right either applies applies none would result justice wo douglas wrote revolution government federal especially best interest keep soldier employed foreign country btw think court decision nunn v state georgia best summation right,384,54.0,0.4189703153988868,0.4189703153988868,0.4572820037105751
0,485,discount gospel thomas gnostic gospel wrong canonical gospel true historian held doe matter document contains standard thered knowing anything,142,19.0,-0.05000000000000001,-0.05000000000000001,0.5166666666666667
0,486,could please cite getting biological definition evolution,57,7.0,0.0,0.0,0.0
0,487,believe congress mass still fighting supreme court pretty sure trying pas amendment next year interesting see happens,117,17.0,0.3125,0.3125,0.5972222222222222
0,488,course bolshevik revolution wa doomed start russia wa indsutrialised revolution wa imposed minority bourgeoisie rather mass movement proletariat wa proletariat russia time,171,22.0,0.0,0.0,0.0
0,489,hey collin said pz registered got would say booting height hypocrisy confirms based lie producer know movie wa making claim opposition wa silencing id presentation alternate idea yet kicked someone interviewed movie based false pretense sure pay appearing moviethat sound one trying suppress opposing idea science yes legal right boy put egg face considering everything show hypocrite liar,389,58.0,0.16428571428571428,0.16428571428571428,0.43743386243386245
0,490,dont even take consideration possibility japan could higher mass murder rate perhaps u gun freely available country lot explaining expect buy youre trying peddle,161,24.0,0.325,0.325,0.45
0,491,think somethingthe problem see proponent plan toi take health insurance lobby pharma lobby bottomless well propagandaheres hoping new sheriff town,146,20.0,0.13636363636363635,0.13636363636363635,0.45454545454545453
0,492,yes ask question creationists propose universe wa created nothing poof science doesnt try answer question know universe began expanding billion year ago went cause expansion isnt known present may never knowable however know particle spring existence nothing apparent reason google casimir effect read one example wikipedia probably rd entry something nothing effect zeropoint energy vacuum,390,55.0,0.01388888888888889,0.01388888888888889,0.11666666666666665
0,493,thats exactly point regardless whether human mind think differently whichever mind produced agrees absolutely correct rest wrong know observe test concept physical world prove true go anything dissention face fact doe change factsimho invalidates claim something produced human mind absolute due human mind contradictory,320,44.0,0.03409090909090909,0.03409090909090909,0.4561688311688311
0,494,actually answer might depend nature question particular religious cult person asked etc question science fundamentalist tell answer wa revealed god holy scriptureon hand characterizing religion insanity think really mean religion offered science insane,252,33.0,-0.22916666666666666,-0.22916666666666666,0.47416666666666674
0,495,link take usa today site give message requested document wa found please post article,85,14.0,0.0,0.0,0.0
0,496,correct alternative best naturalistic explanation scientist come far may well even better naturalistic explanation divine intervention,134,16.0,0.48,0.48,0.6
0,497,ludacris many others hip hop scene disrespect woman lyric video much hip hop put contributes unwanted pregnancy,111,17.0,0.31666666666666665,0.31666666666666665,0.44999999999999996
0,498,forget loaded language including false notion progress lifeforms evolving way purely physical chemical mechanism,112,14.0,-0.20000000000000004,-0.20000000000000004,0.37142857142857144
0,499,modern bird seem fine gliding mammal flying squirrel,52,8.0,0.30833333333333335,0.30833333333333335,0.4
0,500,well question asking provide valid scientific prediction based creationism,74,9.0,0.0,0.0,0.0
0,501,step firmly realm reality jyoshuhave never heard people talk police area respond x amount time one situation different situation like neighborhood predominantly black gay ___ response time four time longhave never heard case people died tried get medical help white hospitalor read case tell concern arent real,310,47.0,0.03571428571428571,0.03571428571428571,0.33095238095238094
0,502,everyone think evolutionist seize power something true evolution widely accepted,80,10.0,0.12499999999999999,0.12499999999999999,0.525
0,503,yes metaphorical creationism cant disproved period hard fact disprove literal creationism disproven number factor timeline event flood,134,17.0,-0.14583333333333334,-0.14583333333333334,0.37083333333333335
0,504,well agree disagree one wont bother putting vote,48,8.0,0.0,0.0,0.0
0,505,think hip hop art reflection society good bring issue light wouldnt normally aware enlightened,94,14.0,0.45,0.45,0.5166666666666667
0,506,hi joe welcome forum must warn though argued perfectly similarly point argued another thread abortion people around might accuse new handle problem though hope better luck emoticonxsmilie,187,27.0,0.3590909090909091,0.3590909090909091,0.5636363636363637
0,507,total denial violent crime murder rate decreased crime united state volume rate per inhabitant,94,14.0,-0.4000000000000001,-0.4000000000000001,0.8166666666666668
0,508,actually data point perfectly meaninglessnone information conclusion presented talk require made doe change conclusion noa failure recognize nonsequitur data tidbit usually indicative argument includes error,207,25.0,0.10833333333333334,0.10833333333333334,0.41250000000000003
0,509,let try use little kindness common sense tell people public forum shut ur mouth read forum rule might help focus mach,117,21.0,-0.1625,-0.1625,0.35555555555555557
0,510,relationship man woman would asking marriage redefined remember part defines marriage man woman,95,13.0,0.0,0.0,0.0
0,511,problem happenstance origin evidence simply possible falsify able prove many scientific proceedures abiogenesis radiometric dating based presupposition god indisputably true id would falsified enough supporting evidence happenstance origin yet much happenstance origin considered science often line religion science,315,38.0,0.2571428571428572,0.2571428571428572,0.5321428571428571
0,512,separate issue voice reason didnt understand prochoice people say personally wouldnt something andor think something wrong still support others right thats wa answering,168,23.0,-0.07142857142857144,-0.07142857142857144,0.5785714285714286
